"","schedule_playoff","win_loss","home_fav","schedule_season","schedule_week","spread_favorite","over_under_line","weather_wind_mph","fav_elo_diff","team_favorite_id"
"1490",FALSE,"underdog","home_underdog",1991,12,-4.5,32,9,175.863097222222,"NO"
"1491",FALSE,"fav","home_underdog",1991,7,-6,30,11,39.5362222222225,"NO"
"1492",FALSE,"fav","home_underdog",1991,5,-2.5,35,11,114.112059722223,"NO"
"1493",FALSE,"fav","home_underdog",1991,17,-7,35,5,191.891847222222,"NO"
"1494",FALSE,"fav","home_underdog",1991,10,-4,36,7,182.517909722222,"NO"
"1495",FALSE,"fav","home_fav",1991,15,-2,36,14,-93.9419597222222,"DAL"
"1496",FALSE,"fav","home_fav",1991,14,-4,34,12,32.5299652777776,"SF"
"1497",FALSE,"fav","home_underdog",1991,13,-9,34,11,224.9199375,"NYG"
"1498",FALSE,"fav","home_underdog",1991,11,-6.5,34,9,170.157375,"NYG"
"1499",FALSE,"underdog","home_underdog",1991,14,-7,39,10,179.712625,"NYG"
"1500",FALSE,"underdog","home_underdog",1991,5,-2.5,36,6,72.2074874999998,"NYG"
"1501",FALSE,"underdog","home_underdog",1991,3,-1.5,34,15,11.8956874999999,"NYG"
"1502",FALSE,"fav","home_underdog",1991,7,-3.5,34,10,84.4103124999999,"NYG"
"1503",FALSE,"fav","home_fav",1991,16,-9,37,19,155.705627777778,"WAS"
"1504",FALSE,"underdog","home_underdog",1991,10,-3.5,32,12,17.8017500000001,"NYG"
"1505",FALSE,"fav","home_fav",1991,4,-7.5,36,12,112.738020833333,"CHI"
"1506",FALSE,"fav","home_underdog",1991,6,-1.5,34,16,47.6532291666667,"NYJ"
"1507",FALSE,"fav","home_underdog",1991,12,-3,35,22,122.896604166667,"NYJ"
"1508",FALSE,"fav","home_fav",1991,15,-5.5,42,0,86.6733125000001,"DET"
"1509",FALSE,"underdog","home_fav",1991,17,-5.5,44,6,67.4296458333333,"MIA"
"1510",FALSE,"fav","home_underdog",1991,8,-12.5,34,0,116.263041666667,"NYJ"
"1511",FALSE,"fav","home_fav",1991,2,-5,36,0,62.3221458333333,"SEA"
"1512",TRUE,"fav","home_fav",1991,18,-9,44,0,148.474701388889,"TEN"
"1513",FALSE,"fav","home_fav",1991,14,-9,46,14,215.912573611111,"BUF"
"1514",FALSE,"underdog","home_underdog",1991,4,-2.5,36,11,67.4786986111112,"OAK"
"1515",FALSE,"fav","home_underdog",1991,13,-6.5,36,20,154.813736111111,"OAK"
"1516",TRUE,"fav","home_fav",1991,18,-5,36,9,33.3649930555557,"KC"
"1517",FALSE,"fav","home_fav",1991,1,-2.5,44,0,48.7398819444445,"TEN"
"1518",FALSE,"underdog","home_fav",1991,11,-3,36,9,3.66543750000005,"DEN"
"1519",FALSE,"underdog","home_fav",1991,7,-2.5,34,0,-37.4126736111111,"SEA"
"1520",FALSE,"fav","home_underdog",1991,14,-5.5,36,10,129.229736111111,"OAK"
"1521",FALSE,"fav","home_fav",1991,9,-6.5,35,21,33.3649930555557,"KC"
"1522",FALSE,"fav","home_fav",1991,16,-3,37,0,46.6333611111113,"NO"
"1523",FALSE,"fav","home_underdog",1991,13,-6.5,33,6,152.355625,"PHI"
"1524",FALSE,"fav","home_fav",1991,5,-6,40,8,318.384680555556,"WAS"
"1525",FALSE,"fav","home_underdog",1991,11,-2,33,10,154.4851875,"PHI"
"1526",FALSE,"underdog","home_fav",1991,3,-3.5,38,13,-54.4057374999998,"DAL"
"1527",FALSE,"underdog","home_fav",1991,15,-3,33,11,17.8017500000001,"NYG"
"1528",FALSE,"fav","home_underdog",1991,1,-2,44,11,174.787875,"PHI"
"1529",FALSE,"underdog","home_fav",1991,14,-6.5,42,0,41.6427430555557,"TEN"
"1530",FALSE,"underdog","home_underdog",1991,6,-3,32,8,207.1181875,"PHI"
"1531",FALSE,"fav","home_underdog",1991,6,-6,36,0,156.4864375,"PIT"
"1532",FALSE,"fav","home_fav",1991,9,-1.5,35,9,-87.8766250000001,"CLE"
"1533",FALSE,"fav","home_fav",1991,10,-6.5,35,8,63.1768611111111,"DEN"
"1534",FALSE,"fav","home_fav",1991,14,-6,40,19,12.2028250000001,"DAL"
"1535",FALSE,"fav","home_fav",1991,4,-3,36,9,66.6085624999998,"PHI"
"1536",FALSE,"underdog","home_fav",1991,11,-1.5,38,10,-95.3023125,"CIN"
"1537",FALSE,"fav","home_fav",1991,2,-7,42,8,175.689177777778,"BUF"
"1538",FALSE,"fav","home_fav",1991,15,-10,44,0,108.251305555556,"TEN"
"1539",FALSE,"fav","home_fav",1991,1,-4,35,0,84.0460347222224,"NO"
"1540",FALSE,"fav","home_fav",1991,4,-7.5,36,13,70.7776666666668,"KC"
"1541",FALSE,"underdog","home_underdog",1991,11,-2,36,8,91.8170624999998,"SEA"
"1542",FALSE,"underdog","home_fav",1991,6,-3.5,40,12,-117.4010625,"CIN"
"1543",FALSE,"underdog","home_fav",1991,8,-3.5,36,7,-22.0987499999999,"PIT"
"1544",FALSE,"fav","home_fav",1991,3,-6,38,9,41.0781111111112,"DEN"
"1545",FALSE,"fav","home_fav",1991,16,-7,40,16,-30.0660250000001,"ATL"
"1546",FALSE,"fav","home_fav",1991,12,-3.5,34,8,37.4126736111111,"OAK"
"1547",FALSE,"fav","home_underdog",1991,9,-4,35,7,72.0661875000001,"SF"
"1548",FALSE,"underdog","home_underdog",1991,5,-3,36,10,79.1633263888889,"SF"
"1549",FALSE,"fav","home_fav",1991,1,-1.5,37,12,-54.2644375,"NYG"
"1550",FALSE,"fav","home_underdog",1991,13,-3,38,6,215.047875,"SF"
"1551",FALSE,"fav","home_underdog",1991,15,-3.5,36,0,116.576,"SF"
"1552",FALSE,"underdog","home_underdog",1991,3,-3,42,0,147.2930625,"SF"
"1553",FALSE,"underdog","home_underdog",1991,10,-5,39,12,146.642025,"SF"
"1554",FALSE,"fav","home_fav",1991,11,-5.5,31,0,-32.5299652777776,"NO"
"1555",FALSE,"fav","home_fav",1991,5,-6,40,0,186.959541666667,"DET"
"1556",FALSE,"fav","home_fav",1991,3,-3.5,38,14,32.3303124999998,"GB"
"1557",FALSE,"fav","home_fav",1991,12,-6.5,38,12,132.54235,"ATL"
"1558",FALSE,"fav","home_fav",1991,16,-13,34,22,213.02425,"CHI"
"1559",FALSE,"fav","home_fav",1991,10,-11.5,36,0,131.8913125,"MIN"
"1560",FALSE,"fav","home_fav",1991,14,-9,38,10,167.715875,"MIA"
"1561",FALSE,"fav","home_fav",1991,1,-2.5,40,18,100.286229166667,"NYJ"
"1562",FALSE,"fav","home_fav",1991,8,-13,32,0,246.654409722222,"NO"
"1563",FALSE,"underdog","home_underdog",1991,17,-3,37,20,23.8409930555556,"TEN"
"1564",FALSE,"fav","home_underdog",1991,8,-5.5,42,8,81.0450555555556,"TEN"
"1565",FALSE,"underdog","home_underdog",1991,4,-12.5,38,9,271.371305555556,"TEN"
"1566",TRUE,"fav","home_fav",1991,19,-3.5,37,0,-45.0744444444445,"DEN"
"1567",FALSE,"fav","home_underdog",1991,7,-3,40,11,148.474701388889,"TEN"
"1568",FALSE,"fav","home_underdog",1991,16,-3,35,21,196.127930555556,"TEN"
"1569",FALSE,"underdog","home_fav",1991,2,-2.5,51,8,-203.553618055555,"CIN"
"1570",FALSE,"fav","home_fav",1991,10,-6.5,43,10,211.1034375,"WAS"
"1571",FALSE,"underdog","home_underdog",1991,13,-7.5,40,18,108.251305555556,"TEN"
"1572",FALSE,"fav","home_underdog",1991,15,-14,40,6,289.9375,"WAS"
"1573",FALSE,"fav","home_underdog",1991,9,-2.5,38,9,72.6043749999999,"WAS"
"1574",FALSE,"underdog","home_underdog",1991,17,-3,35,11,-185.313609722222,"WAS"
"1575",FALSE,"fav","home_underdog",1991,12,-7,40,8,333.61042137397,"WAS"
"1576",FALSE,"fav","home_underdog",1991,6,-3,37,16,38.1873958333333,"WAS"
"1577",FALSE,"fav","home_underdog",1991,2,-2,40,11,42.3401875,"WAS"
"1578",FALSE,"fav","home_underdog",1991,14,-12,46,9,130.984548214285,"WAS"
"1579",FALSE,"fav","home_underdog",1991,4,-3.5,43,10,207.894875,"WAS"
"1580",FALSE,"fav","home_fav",1992,16,-2.5,35,0,-4.00700000000006,"IND"
"1581",FALSE,"fav","home_fav",1992,8,-15,38,13,251.4781,"PHI"
"1582",FALSE,"fav","home_fav",1992,11,-4,41.5,0,127.556125,"ATL"
"1583",FALSE,"fav","home_fav",1992,1,-1,37,6,-6.58562500000016,"TB"
"1584",FALSE,"fav","home_fav",1992,6,-8,38,6,133.189375,"NYG"
"1585",FALSE,"fav","home_fav",1992,3,-13.5,40,13,290.821793055555,"DAL"
"1586",FALSE,"underdog","home_fav",1992,10,-5,40,8,35.752125,"LAR"
"1587",FALSE,"fav","home_fav",1992,13,-8,36,11,136.618236111111,"WAS"
"1588",FALSE,"fav","home_fav",1992,12,-13,43,11,115.211547348485,"BUF"
"1589",FALSE,"fav","home_fav",1992,17,-1,45,6,-91.8039999999999,"LAR"
"1590",FALSE,"fav","home_fav",1992,14,-10,39,0,114.281402777778,"NO"
"1591",FALSE,"fav","home_fav",1992,4,-4.5,39,14,-24.39175,"CHI"
"1592",FALSE,"fav","home_fav",1992,7,-10,45,12,192.1235125,"SF"
"1593",FALSE,"fav","home_fav",1992,6,-8,44,9,47.7815375,"MIA"
"1594",FALSE,"fav","home_underdog",1992,15,-1,41,6,134.14175,"ATL"
"1595",FALSE,"fav","home_fav",1992,2,-10,45,6,229.548055555555,"WAS"
"1596",FALSE,"fav","home_underdog",1992,11,-1,46.5,14,67.4300098484848,"BUF"
"1597",FALSE,"fav","home_underdog",1992,8,-8.5,43,19,200.326172348485,"BUF"
"1598",FALSE,"underdog","home_underdog",1992,6,-9.5,42,10,121.218609848485,"BUF"
"1599",TRUE,"fav","home_fav",1992,21,-6.5,44.5,16,48.0541207070708,"DAL"
"1600",FALSE,"underdog","home_fav",1992,16,-3.5,39,0,-0.930144570706943,"NO"
"1601",FALSE,"underdog","home_underdog",1992,13,-16.5,41,0,246.774672348485,"BUF"
"1602",FALSE,"underdog","home_underdog",1992,17,-2.5,41,0,46.2790681818183,"BUF"
"1603",FALSE,"fav","home_underdog",1992,4,-14,38,12,299.204797348485,"BUF"
"1604",TRUE,"fav","home_underdog",1992,20,-2.5,41,6,67.4300098484848,"BUF"
"1605",TRUE,"underdog","home_fav",1992,19,-2,36,20,-69.9034848484848,"PIT"
"1606",FALSE,"underdog","home_fav",1992,2,-3.5,44,13,76.9119651515152,"SF"
"1607",FALSE,"fav","home_fav",1992,16,-3,40,0,25.2226874999999,"DET"
"1608",FALSE,"fav","home_fav",1992,2,-4,34,0,138.673152777778,"NO"
"1609",FALSE,"fav","home_fav",1992,13,-3.5,35,11,-25.62175,"CLE"
"1610",FALSE,"underdog","home_underdog",1992,11,-6.5,41,10,109.75,"CHI"
"1611",FALSE,"fav","home_underdog",1992,8,-3.5,37,8,32.2977500000002,"CHI"
"1612",FALSE,"fav","home_fav",1992,14,-11,42,0,93.3242291666666,"TEN"
"1613",FALSE,"fav","home_fav",1992,5,-4,43,0,76.8044444444445,"MIN"
"1614",FALSE,"fav","home_fav",1992,17,-12,39,8,187.657418055556,"DAL"
"1615",FALSE,"fav","home_fav",1992,7,-7.5,38,16,139.59925,"PIT"
"1616",FALSE,"underdog","home_underdog",1992,3,0,37,11,-37.6016875,"PICK"
"1617",FALSE,"fav","home_fav",1992,15,-14,38,10,85.7453055555557,"LAC"
"1618",FALSE,"fav","home_fav",1992,14,-10,33,13,44.2776875000002,"CLE"
"1619",FALSE,"fav","home_fav",1992,8,-17,44,0,163.223666666667,"TEN"
"1620",FALSE,"underdog","home_fav",1992,10,-9,39,10,69.8994375000002,"CHI"
"1621",FALSE,"underdog","home_fav",1992,1,-4,37,0,-26.9389999999999,"SEA"
"1622",FALSE,"fav","home_fav",1992,11,-6,40,16,9.17656250000027,"NYJ"
"1623",FALSE,"underdog","home_underdog",1992,1,-6,34,0,81.5496249999999,"CLE"
"1624",FALSE,"fav","home_fav",1992,12,-9,37,0,102.426194444444,"MIN"
"1625",FALSE,"underdog","home_fav",1992,3,-8.5,33,9,44.0064374999999,"OAK"
"1626",FALSE,"underdog","home_underdog",1992,15,-3.5,37,0,-50.8444374999999,"CLE"
"1627",FALSE,"underdog","home_underdog",1992,9,-2,35,12,44.2776875000002,"CLE"
"1628",FALSE,"fav","home_fav",1992,17,-6.5,32,9,95.3215625,"PIT"
"1629",FALSE,"underdog","home_fav",1992,10,-11,40,0,118.945979166667,"TEN"
"1630",FALSE,"fav","home_underdog",1992,8,-4.5,30,17,133.97975,"CLE"
"1631",FALSE,"fav","home_fav",1992,5,-3.5,39,16,-39.3436930555556,"PHI"
"1632",FALSE,"fav","home_underdog",1992,14,-7,35,7,103.792230555556,"DAL"
"1633",FALSE,"fav","home_underdog",1992,8,-3,36,9,169.272730555556,"DAL"
"1634",FALSE,"fav","home_underdog",1992,16,-7,42,0,163.265668055556,"DAL"
"1635",FALSE,"fav","home_underdog",1992,10,-6.5,41,0,162.434730555556,"DAL"
"1636",FALSE,"fav","home_underdog",1992,2,-3,38,9,157.632418055555,"DAL"
"1637",TRUE,"underdog","home_fav",1992,20,-4,37,5,28.8578444444445,"SF"
"1638",FALSE,"fav","home_underdog",1992,12,-8.5,42,4,290.821793055555,"DAL"
"1639",FALSE,"fav","home_fav",1992,15,-3,38,17,0.209902777777643,"WAS"
"1640",FALSE,"fav","home_fav",1992,6,-8,38,11,381.941277777778,"WAS"
"1641",FALSE,"fav","home_fav",1992,15,-14,37,12,55.7381098484848,"BUF"
"1642",FALSE,"fav","home_fav",1992,17,-7,36,17,25.3607291666667,"KC"
"1643",FALSE,"fav","home_fav",1992,8,-1.5,33,8,-68.0193194444446,"LAC"
"1644",FALSE,"fav","home_underdog",1992,4,-4.5,34,14,109.4869375,"DEN"
"1645",FALSE,"fav","home_fav",1992,3,-6.5,35,9,64.4485374999999,"PHI"
"1646",FALSE,"fav","home_fav",1992,12,-3.5,35,9,-65.4805000000001,"OAK"
"1647",FALSE,"underdog","home_underdog",1992,13,-5.5,34,0,180.703625,"DEN"
"1648",FALSE,"underdog","home_fav",1992,8,-2.5,40,8,-134.9726875,"TB"
"1649",FALSE,"fav","home_fav",1992,11,-11,34,14,44.4771250000001,"PIT"
"1650",FALSE,"fav","home_fav",1992,3,-9,45,9,167.211069444444,"WAS"
"1651",FALSE,"underdog","home_fav",1992,12,-2.5,38,13,-95.1221250000001,"CIN"
"1652",FALSE,"fav","home_fav",1992,14,-3.5,35,12,-57.5204375000001,"GB"
"1653",FALSE,"fav","home_fav",1992,1,-3.5,37,12,-25.2226874999999,"CHI"
"1654",FALSE,"fav","home_fav",1992,7,-5.5,43,0,51.5817569444446,"MIN"
"1655",FALSE,"fav","home_fav",1992,17,-13.5,37,19,191.292575,"SF"
"1656",FALSE,"underdog","home_fav",1992,15,-7,39,0,125.621979166667,"TEN"
"1657",FALSE,"underdog","home_fav",1992,12,-5.5,38,18,32.2977500000002,"CHI"
"1658",FALSE,"fav","home_fav",1992,17,-3,37,0,109.102194444445,"MIN"
"1659",FALSE,"underdog","home_fav",1992,9,-10,39,0,57.5204375000001,"DET"
"1660",FALSE,"fav","home_fav",1992,10,-9,37,12,62.3227500000003,"NYG"
"1661",FALSE,"fav","home_fav",1992,5,-7.5,42,0,56.6895000000002,"ATL"
"1662",FALSE,"fav","home_fav",1992,7,-3,33,11,6.67600000000016,"CLE"
"1663",FALSE,"fav","home_fav",1992,2,-2.5,37,10,-77.4522499999998,"TB"
"1664",FALSE,"fav","home_underdog",1992,17,-2,34,9,-37.2719374999997,"IND"
"1665",FALSE,"underdog","home_fav",1992,8,-13.5,39,9,179.3446625,"MIA"
"1666",FALSE,"underdog","home_fav",1992,14,-1.5,33,23,-52.4301250000003,"NE"
"1667",FALSE,"fav","home_fav",1992,12,-12,33,8,176.8711875,"PIT"
"1668",FALSE,"underdog","home_fav",1992,15,-5.5,34,21,46.4485,"NYJ"
"1669",FALSE,"fav","home_fav",1992,9,-6,38,9,123.017243055555,"LAC"
"1670",FALSE,"underdog","home_fav",1992,5,-10,35,14,-2.5786250000001,"TB"
"1671",FALSE,"fav","home_fav",1992,3,-17,41,6,246.774672348485,"BUF"
"1672",FALSE,"fav","home_fav",1992,5,-1,33,12,-25.3607291666667,"DEN"
"1673",FALSE,"fav","home_fav",1992,7,-4,38,5,78.4315013888888,"DAL"
"1674",TRUE,"fav","home_fav",1992,18,-3,37,10,-93.3800486111113,"LAC"
"1675",FALSE,"fav","home_underdog",1992,12,-12,32,0,206.064354166667,"KC"
"1676",FALSE,"fav","home_underdog",1992,13,-6,35,10,169.948791666667,"KC"
"1677",FALSE,"fav","home_fav",1992,3,-5.5,39,0,-15.9016875000002,"TEN"
"1678",FALSE,"underdog","home_underdog",1992,16,-7.5,34,11,79.2009166666667,"KC"
"1679",FALSE,"fav","home_underdog",1992,1,-2.5,35,10,93.3800486111113,"KC"
"1680",FALSE,"underdog","home_underdog",1992,14,-2.5,33,8,90.8412291666668,"KC"
"1681",FALSE,"fav","home_underdog",1992,16,-3,35,8,-2.53881944444447,"LAC"
"1682",FALSE,"underdog","home_fav",1992,7,-2,32,0,-123.017243055555,"IND"
"1683",FALSE,"fav","home_underdog",1992,14,-4.5,37,3,119.010243055555,"LAC"
"1684",TRUE,"fav","home_fav",1992,19,-2,37,6,56.3274194444446,"MIA"
"1685",FALSE,"underdog","home_fav",1992,11,-2.5,31,11,-41.4676180555555,"CLE"
"1686",FALSE,"fav","home_underdog",1992,17,-9.5,34,0,112.684305555556,"LAC"
"1687",FALSE,"fav","home_fav",1992,10,-6,35,18,93.3800486111113,"KC"
"1688",FALSE,"fav","home_fav",1992,2,-6.5,34,11,68.0193194444446,"DEN"
"1689",FALSE,"fav","home_fav",1992,4,-11,41,0,77.4783611111111,"TEN"
"1690",FALSE,"fav","home_fav",1992,16,-6,39,12,35.1144999999997,"GB"
"1691",FALSE,"underdog","home_fav",1992,14,-1,39,8,-42.3377500000001,"TB"
"1692",FALSE,"fav","home_fav",1992,3,-8.5,38,6,139.5855375,"MIA"
"1693",FALSE,"fav","home_fav",1992,6,-9,34,0,206.085402777778,"NO"
"1694",FALSE,"fav","home_fav",1992,9,-5,42,0,91.8039999999999,"ATL"
"1695",FALSE,"fav","home_fav",1992,5,-15,42,12,283.9275125,"SF"
"1696",FALSE,"underdog","home_fav",1992,11,-14.5,40,8,255.069668055555,"DAL"
"1697",FALSE,"fav","home_fav",1992,1,-11,45,11,207.015547348485,"BUF"
"1698",FALSE,"fav","home_underdog",1992,17,-11,34,13,231.7747875,"MIA"
"1699",FALSE,"underdog","home_underdog",1992,9,-6.5,39,13,132.8961625,"MIA"
"1700",FALSE,"fav","home_fav",1992,14,-8,42,19,144.341975,"SF"
"1701",FALSE,"fav","home_underdog",1992,4,-6,35,0,169.011725,"MIA"
"1702",FALSE,"underdog","home_fav",1992,5,-10.5,50,9,67.4300098484848,"BUF"
"1703",FALSE,"fav","home_underdog",1992,2,-2.5,38,9,97.7950375,"MIA"
"1704",FALSE,"fav","home_fav",1992,13,-4,37,0,66.4998652777779,"NO"
"1705",FALSE,"fav","home_underdog",1992,10,-6.5,38,0,179.3446625,"MIA"
"1706",FALSE,"underdog","home_fav",1992,4,-2,41,12,-146.703881944445,"CIN"
"1707",FALSE,"fav","home_underdog",1992,10,-6,40,10,186.554444444444,"MIN"
"1708",FALSE,"fav","home_underdog",1992,1,-5,37,9,109.102194444445,"MIN"
"1709",FALSE,"underdog","home_fav",1992,9,-3.5,40,18,-76.8044444444445,"CHI"
"1710",FALSE,"underdog","home_fav",1992,16,-1.5,35,16,-7.10463194444446,"PIT"
"1711",FALSE,"fav","home_underdog",1992,13,-2.5,37,7,144.216694444444,"MIN"
"1712",FALSE,"fav","home_fav",1992,2,-3.5,43,0,-51.5817569444446,"DET"
"1713",FALSE,"fav","home_fav",1992,14,-5.5,36,20,71.5092805555555,"PHI"
"1714",FALSE,"fav","home_fav",1992,13,-5.5,41,0,183.99325,"ATL"
"1715",FALSE,"fav","home_fav",1992,15,-16.5,33,13,268.827416666667,"KC"
"1716",FALSE,"fav","home_fav",1992,5,-10,35,13,98.8786250000003,"NYJ"
"1717",FALSE,"fav","home_fav",1992,16,-4.5,34,11,89.7020625,"CIN"
"1718",FALSE,"fav","home_fav",1992,9,-19,40,11,299.204797348485,"BUF"
"1719",FALSE,"underdog","home_fav",1992,11,-7,32,0,52.4301250000003,"IND"
"1720",FALSE,"fav","home_fav",1992,7,-15,39,7,231.7747875,"MIA"
"1721",FALSE,"fav","home_fav",1992,2,-4,37,10,92.1892500000004,"LAR"
"1722",FALSE,"fav","home_fav",1992,1,-3.5,34,12,9.64057222222209,"PHI"
"1723",FALSE,"fav","home_underdog",1992,10,-8,32,14,298.274652777778,"NO"
"1724",FALSE,"underdog","home_fav",1992,3,-1,37,0,-114.281402777778,"ATL"
"1725",FALSE,"fav","home_underdog",1992,5,0,36,0,113.450465277778,"PICK"
"1726",FALSE,"fav","home_underdog",1992,17,-8,33,20,199.396027777778,"NO"
"1727",FALSE,"fav","home_underdog",1992,15,-5.5,38,15,206.085402777778,"NO"
"1728",FALSE,"fav","home_underdog",1992,7,-7,35,6,241.837527777778,"NO"
"1729",FALSE,"fav","home_fav",1992,11,-6,40,8,77.8421097222222,"SF"
"1730",FALSE,"underdog","home_underdog",1992,7,-1.5,37,8,97.4372499999999,"NYG"
"1731",FALSE,"fav","home_fav",1992,13,-15,41,15,157.632418055555,"DAL"
"1732",FALSE,"fav","home_fav",1992,17,-8,38,11,118.288725,"PHI"
"1733",FALSE,"underdog","home_underdog",1992,5,0,38,8,11.6403125000002,"PICK"
"1734",FALSE,"fav","home_fav",1992,11,-3.5,37,9,53.8401875,"DEN"
"1735",FALSE,"underdog","home_fav",1992,9,-10.5,38,10,187.9249,"WAS"
"1736",FALSE,"fav","home_fav",1992,15,-4,37.5,10,-133.189375,"ARI"
"1737",FALSE,"underdog","home_fav",1992,3,-5,37,10,-30.0250000000001,"CHI"
"1738",FALSE,"underdog","home_underdog",1992,2,-2.5,38,7,-130.4226875,"NYJ"
"1739",FALSE,"underdog","home_underdog",1992,12,-4.5,35,16,98.8786250000003,"NYJ"
"1740",FALSE,"underdog","home_fav",1992,14,-17,36,22,200.326172348485,"BUF"
"1741",FALSE,"fav","home_fav",1992,1,-3,43,0,85.1146249999999,"ATL"
"1742",FALSE,"fav","home_fav",1992,16,-11.5,37,13,132.8961625,"MIA"
"1743",FALSE,"underdog","home_underdog",1992,4,0,38,9,6.68937499999993,"PICK"
"1744",FALSE,"underdog","home_underdog",1992,6,-2,37,0,46.4485,"NYJ"
"1745",FALSE,"fav","home_fav",1992,10,-6,35,10,144.5880625,"DEN"
"1746",FALSE,"fav","home_fav",1992,15,-6.5,37,10,53.7886000000001,"MIA"
"1747",FALSE,"fav","home_underdog",1992,7,-7,32,0,115.223125,"OAK"
"1748",FALSE,"fav","home_fav",1992,13,-3.5,35,8,-2.53881944444447,"LAC"
"1749",FALSE,"fav","home_fav",1992,1,-3,36,9,65.4805000000001,"DEN"
"1750",FALSE,"underdog","home_underdog",1992,2,-2.5,37,5,88.2841250000001,"OAK"
"1751",FALSE,"fav","home_fav",1992,10,-6.5,33,11,129.9290375,"PHI"
"1752",FALSE,"fav","home_fav",1992,4,-6,37,13,90.8412291666668,"KC"
"1753",FALSE,"underdog","home_fav",1992,17,-13.5,35,16,261.111128246753,"WAS"
"1754",FALSE,"fav","home_underdog",1992,15,-9.5,34,0,245.1521625,"PHI"
"1755",FALSE,"fav","home_fav",1992,9,-4,36,22,39.3436930555556,"DAL"
"1756",FALSE,"fav","home_underdog",1992,2,-7,35,7,251.4781,"PHI"
"1757",FALSE,"fav","home_fav",1992,13,-6.5,41,9,68.2015375000001,"SF"
"1758",TRUE,"fav","home_fav",1992,19,-6.5,38,7,39.3436930555556,"DAL"
"1759",FALSE,"underdog","home_underdog",1992,11,-8.5,35,11,180.611475,"PHI"
"1760",FALSE,"fav","home_fav",1992,7,-2,38,9,41.1275624999998,"WAS"
"1761",FALSE,"underdog","home_underdog",1992,6,-2,34,10,39.0878083333332,"PHI"
"1762",FALSE,"fav","home_underdog",1992,12,-3.5,35,13,118.288725,"PHI"
"1763",TRUE,"underdog","home_fav",1992,18,-3.5,35,0,-9.64057222222209,"NO"
"1764",FALSE,"underdog","home_underdog",1992,15,-3.5,35,12,69.6998125,"PIT"
"1765",FALSE,"fav","home_underdog",1992,13,-7.5,36,9,139.59925,"PIT"
"1766",FALSE,"underdog","home_fav",1992,1,-12.5,45,0,23.6244166666665,"TEN"
"1767",FALSE,"underdog","home_fav",1992,8,-8.5,36,9,39.5261041666668,"KC"
"1768",FALSE,"underdog","home_underdog",1992,4,-3.5,37,12,101.9975625,"PIT"
"1769",FALSE,"underdog","home_underdog",1992,6,-3,33,10,95.3215625,"PIT"
"1770",FALSE,"fav","home_fav",1992,10,-7,38,5,69.9034848484848,"BUF"
"1771",FALSE,"underdog","home_fav",1992,3,-3,35,8,-53.8539444444446,"LAC"
"1772",FALSE,"fav","home_fav",1992,11,-14,32,7,115.223125,"OAK"
"1773",FALSE,"fav","home_fav",1992,14,-13.5,31,13,166.53825,"PIT"
"1774",FALSE,"fav","home_fav",1992,6,-18,37,4,284.495855555556,"DAL"
"1775",FALSE,"underdog","home_fav",1992,3,-3,33,10,-62.7630625000002,"NE"
"1776",FALSE,"fav","home_fav",1992,8,-14.5,32,20,126.8634375,"NYG"
"1777",FALSE,"fav","home_fav",1992,2,-10,33,20,206.064354166667,"KC"
"1778",FALSE,"fav","home_fav",1992,16,-9,35,6,180.703625,"DEN"
"1779",FALSE,"fav","home_fav",1992,5,-3.5,32,7,112.684305555556,"LAC"
"1780",FALSE,"fav","home_underdog",1992,1,-4,37,12,186.4902625,"SF"
"1781",FALSE,"fav","home_underdog",1992,10,-7,45,0,192.1235125,"SF"
"1782",FALSE,"fav","home_underdog",1992,4,-3,37,0,77.8421097222222,"SF"
"1783",FALSE,"fav","home_underdog",1992,12,-7,43,9,283.9275125,"SF"
"1784",FALSE,"fav","home_underdog",1992,15,-5,41,0,139.710818055556,"SF"
"1785",FALSE,"underdog","home_underdog",1992,9,-13,44,8,319.6796375,"SF"
"1786",FALSE,"fav","home_underdog",1992,6,-17.5,39,6,376.1167625,"SF"
"1787",FALSE,"fav","home_underdog",1992,3,-4,41,10,277.2381375,"SF"
"1788",FALSE,"fav","home_fav",1992,9,-11.5,36,0,248.423152777778,"NO"
"1789",FALSE,"underdog","home_fav",1992,17,-7.5,38,6,6.58562500000016,"ARI"
"1790",FALSE,"fav","home_fav",1992,3,-7,39,0,186.554444444444,"MIN"
"1791",FALSE,"underdog","home_fav",1992,4,-10.5,41,0,134.9726875,"DET"
"1792",FALSE,"fav","home_fav",1992,13,-5.5,36,12,77.4522499999998,"GB"
"1793",FALSE,"fav","home_fav",1992,16,-20,41,6,326.2652625,"SF"
"1794",FALSE,"fav","home_fav",1992,12,-8.5,37,8,125.595868055555,"LAC"
"1795",FALSE,"fav","home_fav",1992,7,-5.5,40,13,109.75,"CHI"
"1796",FALSE,"fav","home_fav",1992,12,-3.5,41,19,-21.1509416666665,"MIA"
"1797",FALSE,"underdog","home_underdog",1992,9,-3,39,12,23.6244166666665,"TEN"
"1798",FALSE,"fav","home_underdog",1992,16,-1,36,13,118.945979166667,"TEN"
"1799",TRUE,"fav","home_fav",1992,18,-2,37,13,46.2790681818183,"BUF"
"1800",FALSE,"fav","home_underdog",1992,6,-7,43,10,163.223666666667,"TEN"
"1801",FALSE,"underdog","home_fav",1992,2,-9,39,0,-200.495604166666,"IND"
